1-5_nouns,2-2_nouns,2-3_nouns,2-4_nouns,학교밖_nouns,5-1_nouns,5-2_nouns,6-1_nouns
[],[],[],[],[],[],"['인공', '지능', '인식', '사람', '행동']",['로봇청소기']
[],[],[],[],[],[],[],"['빅스', '비']"
"['소프트웨어', '변수', '엔트리']",[],[],[],[],['생각'],"['인공', '지능', '입력', '데이터', '로만', '인간', '상상', '수']","['인공', '지능', '스피커']"
[],[],[],[],[],[],[],"['컴', '퓨터']"
"['엔트리', '스크래치']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
"['창체', '이름']",[],[],[],[],[],[],"['로봇', '청소기']"
[],[],[],[],[],['수'],"['인간', '생각', '수', '인공', '지능']",[]
[],[],[],[],[],[],[],"['식당', '레스토랑', '인공', '지능', '서빙']"
"['실과', '정보']",[],[],[],[],"['말', '수']","['인간', '감정', '수', '인공', '지능', '감정', '수', '스스로', '생각', '수도']","['세탁기', '스마트폰', '티비', '등']"
"['정보', '영어', '진로', '국어', '수학', '도덕', '과학', '음악', '미술', '예술', '체육', '주제', '체육', '사회']",[],[],[],[],"['생각', '방식']","['컴퓨터', '안', '인공', '지능', '실제', '인간']","['삼성', '인공', '지능', '스피커']"
['정보'],[],[],[],[],[],[],"['청소기', '건조기', '세탁기', '자동', '커튼']"
"['정보', '코딩']","['학년', '살']",['주'],[],[],"['인간', '언어', '표현', '학습', '수']","['감정', '생각', '관련', '반응', '학습', '사용자', '영향']","['삼성', '세탁기', '공항', '도우미']"
"['정보', '실과', '창체']",['중'],['개월'],[],[],"['일', '처리', '프로그램']","['여러가지', '조건', '등', '입력', '학습', '일', '처리', '프로그램']","['컴퓨터', '전자', '밥솥', '티비', '스마트폰', '등등']"
[],"['초등학교', '학년']",[],[],[],['둘'],"['인공', '지능', '더']",['시리']
['정보'],[],[],[],[],"['말', '수']","['인간', '감정', '인공', '지능', '감정', '수가']",[]
['정보'],"['초등학교', '학년', '살']",['개월'],[],[],[],[],"['에어컨', '핸드폰', '등']"
"['창체', '정보']","['초등학교', '학년']",[],"['학년', '이후', '기억', '안남']",[],[],[],[]
"['과학', '정보']",[],[],[],[],[],[],"['배달', '봇']"
['정보'],[],[],[],[],[],[],['스마트폰']
['정보'],"['초등학교', '학년']",[],[],[],[],[],['스마트폰']
['정보'],[],[],[],[],['일'],"['인간', '로봇', '차이']",[]
['정보'],[],[],[],[],[],[],[]
"['문제해결', '프로그래밍']",['학년'],[],[],[],"['생각', '대로']",['감성'],['에어컨']
['정보'],"['초등학교', '학년']",['주일'],[],[],[],[],['가지']
['정보'],"['초등학교', '학년']",['개월'],[],[],[],[],[]
['정보'],[],[],[],[],"['생각', '수']","['인간', '감정', '로봇', '감정']","['로봇', '청소기']"
"['국어', '수학', '영어', '과학', '사회', '등등']",[],[],[],[],[],[],['컴퓨터']
['정보'],[],[],[],[],[],[],[]
"['국어', '수학', '사회', '과학', '도덕', '음악', '미술', '등']",[],[],[],[],[],[],[]
"['체육', '수학', '사회', '과학', '영어', '도덕', '진로', '기']",[],[],[],[],[],[],"['진공', '청소기']"
"['자율', '정보']","['초등학교', '학년']",['개월'],[],['코블'],['지능'],['감정'],"['빅스', '비', '시리']"
"['국어', '수학', '영어', '사회', '과학', '체육', '음악', '미술', '기', '정보', '도덕']",[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['가지']
"['정보', '소프트웨어']","['초등학교', '학년']",[],[],[],"['말', '응답']","['생각', '답', '는걸', '인공', '지능', '못', '사람']","['집', '떄', '전등']"
"['한컴오피스', '스프레드시트']","['초등학교', '학년']",['주'],[],[],"['서로', '생각', '수', '지식']","['사람', '감정', '인격', '체', '인공', '지능']","['로봇청소기', '기기']"
"['포토샵', '한컴오피스']",[],[],[],[],"['일', '때', '에너지', '소비', '점', '공통점']","['인공', '지능', '전기', '사람', '수', '일', '수']",['컴퓨터']
['실과'],"['초등학교', '학년']",['개월'],[],[],['판단'],"['딥', '러닝', '인공', '지능', '때', '인간', '스스로', '생각', '딥', '러닝', '기능', '인공', '지능', '스스로', '학습', '프로그램', '작동']","['아이폰', '갤럭시', '스마트폰', '아리아', '인공', '지능', '스피커', '등등']"
"['실과', '정보']",[],[],[],[],"['스스로', '학습', '수']","['사람', '감정', '인공', '지능', '감정']",[]
['정보'],[],[],[],[],"['도구', '사용']","['로봇', '감정']",['컴퓨터']
"['실과', '정보']",[],[],[],[],"['선', '스스로', '판단']","['사람', '스스로', '생각', '인공', '지능', '스스로', '생각', '수']",['헨드폰']
['정보'],"['초등학교', '학년']",['개월'],[],[],"['정보', '이용']","['인공', '지능', '판단', '경계', '인간']","['인공', '지능', '스피커']"
"['정보', '실과']",[],[],[],[],"['인간', '인간', '행동']","['인공', '지능', '인간', '인공', '지능', '사람', '적용', '것']",[]
['정보'],"['학년', '살']","['약', '개월']",[],[],[],[],"['인공', '지능', '로봇']"
"['스크래치', '타자', '연습']",[],[],[],[],"['몸', '자유', '자재']",['감정'],"['인공', '지능', '강아지']"
"['수학', '영어', '과학', '국어', '체육', '미술', '정보', '도덕', '민주', '시민', '음악', '사회']",[],[],[],[],"['말', '수']","['말', '한계']","['로봇', '청소기']"
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[]
"['실과', '정보']","['초등학교', '학년']","['약', '개월']",[],['것'],[],[],['스마트폰']
"['정보', '실과']","['초등학교', '학년', '정도']",['개월'],[],[],"['스스로', '생각', '능력']","['인간', '볻']","['오케이', '구글']"
['정보'],[],[],[],[],['문제'],"['인공', '지능', '감정']",[]
"['코딩', '스크래치', '타자', '연습']",[],[],[],[],[],[],['컴퓨터']
['정보'],[],[],[],[],['생각'],['제각각'],"['서핑', '안내']"
"['정보', '수학', '국어', '과학', '실과', '영어']",[],[],[],[],[],[],"['가전제품', '핸드폰']"
[],[],[],[],[],[],[],[]
['엔트리'],[],[],[],[],[],[],[]
"['정보', '실과']",[],[],[],[],[],[],['스마트폰']
"['기억', '안남']","['초등학교', '학년']",['달이'],[],[],[],[],[]
"['국어', '수학', '사회', '과학', '영어', '체육']",[],[],[],[],[],[],[]
"['엔트리', '스크래치']",[],[],[],[],"['내', '코딩', '사용', '거나', '용어']","['무엇', '것']","['로봇', '청소기', '로봇', '등']"
"['기억', '안남']",[],[],[],[],['움직임'],['감정'],['인']
['정보'],[],[],[],[],[],[],"['자동', '서빙', '로봇']"
"['정보', '컴퓨터', '시간']",[],[],[],[],"['스스로', '생각', '가능']",['감정'],['로봇']
"['정보', '컴퓨터']",[],[],[],[],"['행동', '수']","['사람', '감정', '인공', '지능', '감정']",['진공청소기']
"['기억', '안', '남']",[],[],[],[],[],[],['핸드폰']
[],[],[],[],[],[],[],['컴퓨터']
[],[],[],[],[],['계산'],['감정'],"['이름', '모름']"
[],[],[],[],[],[],[],[]
"['수학', '과학', '국어', '정보', '영어', '등등']",['모름'],['모름'],['정보'],[],"['서로', '생각']","['인간', '생각', '감정', '인공', '지능', '그것']","['핸드폰', '로봇']"
[],[],[],[],[],[],[],[]
"['수학', '체육', '국어', '영어', '정보', '음악', '등']",[],[],[],[],"['모두', '분석', '능력', '정보', '수']","['은', '인간', '창의력', '감수성', '등', '생물', '통해', '에너지', '섭취', '인공', '지능', '전기', '감수성', '창의력']",['스마트폰']
"['앤', '트리']",[],[],[],[],"['말씀', '신지']","['말씀', '신지']",[]
[],[],[],[],[],[],[],[]
[],"['초등학교', '학년']",[],[],[],[],[],['로봇청소기']
['정보'],[],[],[],[],"['문제', '해결', '능력']",['감정'],[]
"['국어', '수학', '과학', '사회', '영어', '도덕', '정보', '기술', '가정', '음악', '체육', '음', '체', '국', '주사', '진도', '주영', '진로']",[],[],[],[],"['세상', '도움', '수', '행동', '것']","['인간', '뇌', '생각', '수', '인공', '지능']",[]
[],[],[],[],[],"['한일', '막노동', '공장', '업']",['감정'],"['스마트', '냉장고']"
"['국어', '수학', '영어', '과학', '사회', '음악', '체육', '진로', '도덕', '정보', '기술', '가정']",[],[],[],[],[],[],[]
"['기억', '안남']",[],[],[],[],[],[],[]
['안나'],[],[],[],[],"['소프트웨어', '인공', '지능', '대해', '더']",[],"['드론', '카메라']"
"['국어', '수학', '사회', '과학', '영어', '음악', '정보', '진로', '등']","['초등학교', '학년']",[],[],[],"['생각', '수']","['인공', '지능', '프로그램', '움직', '사람', '내', '생각', '때문']","['인공', '지능', '스피커']"
['정보'],"['초등학교', '학년']",['약'],[],[],"['모두', '행동', '명령', '수행']","['인간', '양심', '감정', '기반', '도덕', '성적', '판단', '인공', '지능', '사고', '때문', '판단']","['스마트폰', '스마트', '전자', '가전', '인공', '지능', '블루투스', '스피커']"
['정보'],[],[],[],[],[],[],['핸드폰']
[],[],[],[],[],[],[],['네비게이션']
"['문제해결', '프로그래밍']",[],[],[],[],"['일', '대해', '결정', '수']","['인공', '지능', '감정']",['알파']
[],[],[],[],[],[],[],[]
['정보'],[],[],[],[],"['역할', '수행', '것']","['인공', '지능', '휴식']","['핸드폰', '냉장고', '등']"
"['국수', '사과', '음미', '체', '진도', '영기']",[],[],[],[],"['생각', '수', '것']",['감정'],['휴대폰']
"['국어', '영어', '수학', '사회', '과학', '음악', '미술', '체육', '진로', '기술', '가정', '정보']","['중학교', '학년']",['개월'],[],[],"['인간', '인공', '지능', '기억', '수', '볼', '수', '말', '수']","['인간', '감정', '인공', '지능', '감정']","['에어컨', '로봇', '청소기', '등']"
"['정보', '문화', '자료', '정보']","['초등학교', '학년']",['반년'],[],[],[],[],"['공항', '청소', '로봇', '공항', '도우미', '로봇']"
['정보'],"['중학교', '학년']",['개월'],[],"['코코아', '팹']","['일', '처리', '수']","['인간', '생명체', '인공', '지능', '게임']","['구글', '어시스턴트', '빅스', '비', '등']"
"['정보', '코딩']",[],[],[],[],[],[],"['냉장고', '컴퓨터', '로봇', '청소기']"
['정보'],[],[],[],[],"['둘', '생각']","['인간', '생명', '가지']",['컴퓨터']
['음악'],[],[],[],[],[],[],['자동차']
[],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['로봇']
[],[],[],[],[],[],[],"['냉장고', '스마트폰', '등등']"
"['미술', '체육']",[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['로봇청소기']
"['실과', '정보']",[],[],[],[],"['무언가', '것']","['인간', '감정', '인공', '지능', '감정']","['냉장고', '청소기']"
"['국어', '수학', '사회', '과학', '정보', '기술', '가정', '체육', '음악', '미술']",[],[],[],[],[],[],['핸드폰']
[],[],[],[],[],"['말', '수']","['사람', '생각', '수', '인공', '지능', '생각', '수']",[]
[],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[]
"['정보', '사회', '미래', '직업', '개인', '정보', '보호', '저작권', '보호', '사이버', '윤리', '문제', '이해', '분석', '알고리즘', '이해', '표현', '프로그래밍', '언어', '이해', '변수', '개념', '활용', '자료', '입력', '출력', '제어', '구조', '리스트', '나', '프로그램', '만들기']",[],[],[],[],[],[],[]
[],[],[],[],[],"['생각', '함']","['인공', '지능', '로봇']",[]
"['실과', '차', '체', '정보']",[],[],[],[],['지능'],['감정'],"['로봇', '청소기']"
"['국어', '수학', '사회', '과학', '음악', '영어', '미술', '컴퓨터', '기술', '가정', '실과']","['중하', '교', '학년']",['개월'],[],['사용'],[],[],['로봇청소기']
"['국어', '수학', '사회과학', '영어', '미술', '체육', '음악', '기술', '가정', '코딩']","['중학교', '학년', '살']",['개월'],[],[],[],[],[]
"['국어', '영어', '사회', '도덕', '기술', '가정', '정보', '과학', '수학', '음악', '체육']","['초등학교', '학년', '살']",['개월'],[],[],"['스스로', '무언가', '수']",['감정'],"['아이폰', '시리']"
"['수학', '과학', '실과', '국어', '정보', '영어', '기술', '가정']",[],[],[],[],[],[],['로봇청소기']
['정보'],[],[],[],[],[],['감정'],"['폰', '인공', '지능', '아이']"
['정보'],[],[],[],[],"['인간', '뇌', '것', '처럼', '인공', '지능', '회로']","['인공', '지능', '자기', '혼자', '생각', '수', '정해진']",['로봇청소기']
['정보'],[],[],[],[],"['그것', '사람', '존재']","['사람', '감정', '로봇', '감정']",['냉장고']
"['정보', '시간']","['초등학교', '학년', '살']",[],['이상'],[],"['학습', '선택', '거나', '것']","['컴퓨터', '사람', '학습', '더', '딥', '러닝', '머신', '러닝', '등등']","['가전제품', '등', '대표', '스마트', '띵스', '연동', '제품']"
['정보'],[],[],[],[],"['문제', '해결', '수']","['인간', '문제', '해결', '때', '창의', '해결', '수']","['전자기기', '컴퓨터', '휴대폰', '등등']"
"['국어', '수학', '영어', '사회', '도덕', '체육', '기술', '가정', '정보', '진로']",[],[],[],[],"['공통점', '인공', '지능', '사람', '행동']","['사람', '감정', '것', '인공', '지능', '공감', '감정']",[]
['소프트웨어'],[],[],[],[],[],[],"['냉장고', '자동차', '등등']"
['정보'],[],[],[],[],[],[],[]
['정보'],"['초등학교', '학년']",[],[],[],[],[],"['클로버', '그거']"
"['국어', '정보', '수학', '음악', '사회', '기술', '가정', '진로', '도덕', '체육', '미술']",[],[],[],[],['답'],"['생각', '상상력']","['컴퓨터', '핸드폰']"
"['실과', '인공', '지능', '수업']","['초등학교', '학년']",['약'],[],[],"['생각', '수']","['다만', '생각', '시스탬']","['네이버', '바']"
"['국어', '수학', '영어', '과학', '사회', '도덕', '진로', '창체', '주제', '선택', '동아리', '예술', '체육', '기']","['초등학교', '학년']",[],[],[],"['스스로', '생각', '공부']","['인간', '자의식', '인공', '지능', '자의식']","['로봇청소기', '게임', '컴퓨터']"
['정보'],"['초등학교', '학년', '살']",[],[],[],[],[],['로봇청소기']
['정보'],[],[],[],[],[],[],"['시리', '지니', '아리', '인공', '로봇']"
[],[],[],[],[],[],[],[]
"['국어', '수학', '과학', '사회', '가정', '기술', '체욱', '음악', '영어']",[],[],[],[],"['둘', '인간', '말', '행동', '함']","['인간', '지능', '태초', '존재', '지능', '인공', '지능', '인간', '유사', '지능']","['오케이', '구글']"
"['인공', '지능', '코딩']",[],[],[],[],"['알', '때']",[],"['빅스', '비']"
[],[],[],[],[],[],[],"['로봇', '청소기', '휴대폰', '컴퓨터']"
"['도덕', '과학', '영어', '수학', '정보', '국어', '진로', '탐색', '체육', '음악', '미술', '기술', '가정']",[],[],[],[],[],[],['가지']
"['국어', '수학', '과학', '사회', '정보', '음악', '영어', '가정', '기술', '체육', '동아리']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
"['기억', '안남']",[],[],[],[],['생각'],"['인공', '지능', '데이터']",[]
"['인공', '지능', '인식']",[],[],[],[],"['생각', '처리']","['인공', '지능', '학습', '것']",['스피커']
"['정보', '인공', '지능', '세상']",[],[],[],[],"['일', '목적', '가지']","['사람', '스스로', '생각', '안', '지능', '학습', '데이터', '바탕']","['인공', '지능', '에어컨', '인공', '지능', '스피커', '등등']"
"['정보', '초등학교', '떄', '특별', '강사']",[],[],[],[],"['인터넷', '정보']","['감정', '인공', '지능']",['로봇청소기']
"['저작권', '알고리즘']",[],[],[],[],[],[],[]
"['세상', '소리', '귀']",[],[],[],[],"['정보', '토대', '결과', '내']","['인공', '지능', '혼자', '생각']",[]
['기역'],['초'],[],['마음대로'],[],['생각'],"['생각', '인공', '지능', '데이터', '학습', '시']",['스마트폰']
['정보'],[],[],[],[],"['사람', '말', '수', '수']","['사람', '움직', '사람', '말', '생각', '인공', '지능', '학습', '데이터', '로만', '학습', '능력', '학습', '내용', '말', '수', '학습', '안', '것', '말']","['냉장고', '로봇청소기']"
"['영어', '정보', '수학', '과학', '국어', '사회', '체육', '기술', '가정', '음악', '등']","['학년', '살']","['개월', '정도']",[],[],"['스스로', '생각']","['인공', '지능', '감정', '사람', '감정']","['인공', '지능', '스피커']"
"['정보', '인공', '지능', '세상']","['초등학교', '학년']",['개월'],[],[],"['학습', '것', '통해', '판단']","['인간', '인공', '지능', '예측', '계획', '윤리', '문제', '해결', '등', '고차원', '문제', '해결', '수']","['인공', '지능', '스피커']"
"['저작권', '알고리즘']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
"['국어', '영어', '수학', '과학', '가정', '기술', '체육', '사회', '정보']",[],[],[],[],"['스스로', '행동', '수']","['인간', '생각', '행동', '인공', '지능', '프로그램', '대로', '행동']","['휴대폰', '블루투스', '스피커']"
[],"['초등학교', '학년']",[],[],[],[],[],"['인공', '지능', '냉장고']"
[],[],[],[],[],"['스스로', '행동', '학습']","['감정', '마음']","['인고', '지능', '스피커', '인공', '지능', '에어컨']"
['정보'],[],[],[],[],[],[],"['로봇청소기', '빅스', '비', '클로버']"
['모름'],[],[],[],[],[],[],['냉장고']
[],[],[],[],[],"['전부', '생각']","['인공', '지능', '사람', '사람', '생물학']",['가지']
['과학'],"['초등학교', '학년', '살']",[],[],[],[],[],"['자동', '문', '로봇']"
"['주소', '스크래치']",[],[],[],[],['데이터'],"['사고', '과정']","['에어컨', '냉장고']"
[],[],[],[],[],[],[],[]
['기억'],[],[],[],[],[],[],"['사실', '이안']"
['가정'],[],[],[],[],"['인공', '지능', '인간', '물건']","['인공', '지능', '사람', '기계', '이기', '때문']",[]
[],[],[],[],[],[],[],[]
"['스마트', '코딩', '티렉스']",[],[],[],[],['생각'],['감정'],"['로봇', '청소기']"
"['엔트리', '스크래치', '정보']","['초등학교', '학년']",['개월'],[],[],"['문제해결', '능력']","['인간', '감정', '스스로', '판단', '수', '능력', '인공', '지능']",['로봇청소기']
"['정보', '컴퓨터', '동아리활동', '방과후']",[],[],[],[],[],[],[]
['엔트리'],[],[],[],[],"['문제', '해결']","['로봇', '직접', '생각', '함']",['로봇청소기']
"['프로그래밍', '기초', '입출력', '프로그래밍', '변수', '프로그래밍', '제어', '구조', '프로그래밍']",[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],[],[],"['인공', '지능', '스피커', '로봇']"
['정보'],['세'],[],[],[],[],[],['스마트폰']
[],[],[],[],[],[],[],['컴퓨터']
['정보'],[],[],[],[],"['사람과', '대화', '수', '생각', '수']","['사람', '기계']",[]
['정보'],[],[],[],[],"['판단', '위해', '선', '학습']","['인공', '지능', '감정', '충전']",['가지']
[],[],[],[],[],[],[],[]
"['문제', '해결', '프로그래밍']","['초등학교', '학년', '살']",['개월'],['최근'],[],[],[],['로봇']
['정보'],[],[],[],[],[],[],['스피커']
"['인공', '지능', '빅데이터', '정보화']",[],[],[],[],"['혼자', '스스로', '생각', '수', '점']","['인간', '감정', '스스로', '수', '인공', '지능', '프로그래밍', '하나', '기계', '것']","['스마트폰', '비서', '알고리즘', '등']"
"['수학', '과학', '영어', '음악', '체육', '정보', '사회']",[],[],[],[],[],[],['로봇청소기']
"['수학', '영어', '과학', '국어', '체육', '사회', '음악', '기억', '안남']",[],[],[],[],[],[],"['아리', '가지']"
[],[],[],[],[],"['스스로', '생각', '줄']","['인간', '감정', '인공', '지능']","['핸드폰', '개인', '비서']"
[],[],[],[],[],[],"['사람', '생각', '행동', '인공', '지능', '명령어', '코드', '입력', '행동']",[]
[],[],[],[],[],[],[],[]
['프로그래밍'],[],[],[],[],[],[],['바']
['모름'],[],[],[],[],[],[],[]
"['국어', '수학', '사회', '과학', '체육', '정보', '기술', '가정', '도덕', '진로', '음악']",[],[],[],[],"['일', '처리', '수', '능력']","['인공', '지능', '컴퓨터', '혼자', '일', '처리', '수']","['핸드폰', '가상', '비서']"
"['엔트리', '머신', '러닝', '딥', '러닝']",[],[],[],[],['무언가'],"['사람', '감정']","['시리', '빅스', '비', '등']"
"['수학', '국어', '영어', '과학', '정보']",[],[],[],[],[],[],['티비']
[],"['초등학교', '학년', '살']",['약'],[],[],"['생각', '점']","['감정', '유무']","['휴대폰', '냉장고', '네비게이션', '등']"
"['정보', '창체']","['초등학교', '학년']",['개월'],[],[],[],[],[]
"['스마트', '코딩']",[],[],[],[],"['생각', '가지', '행동', '함']","['인공', '지능', '더']","['로봇', '청소기']"
['기억'],[],[],[],[],"['판단', '위해', '학습']","['인공', '지능', '스스로', '생각']",[]
[],[],[],[],[],"['무언가', '결과']","['인공', '지능', '감정', '가지']","['키', '오스']"
"['수학', '과학', '영어', '국어', '사회', '음악', '한문', '체육', '미술', '도덕']",[],[],[],[],"['경제', '활동', '데이터']","['인공', '지능', '자율성', '감정', '인간', '반대']","['빅스', '리']"
['엔트리'],[],[],[],[],"['인공', '지능', '인간', '차이', '때문']","['인간', '교배', '활동', '통해', '탄생', '인공', '지능', '컴퓨터', '프로그래밍', '통해']",['스피커']
[],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],"['인공', '지능', '감정']",['가지']
[],[],[],[],[],['글쎄요'],['글쎄요'],['시리']
[],[],[],[],[],[],[],"['네이버', '클로버', '갤럭시', '핸드폰', '빅스', '비']"
[],"['아마', '학년']",[],[],[],[],[],"['가전', '제품', '등']"
[],[],[],[],[],[],[],[]
['코딩'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['로봇청소기']
['코딩'],[],[],[],[],['움'],"['감정', '인간', '수', '것']","['로봇청소기', '유튜브', '알고리즘', '폰', '빅스', '비', '시리']"
[],[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],"['지식', '정보', '더', '학습']","['인공', '지능', '명령', '때', '뜻', '인식', '사고', '방식', '인간']","['스마트폰', '컴퓨터']"
[],['학년'],['개월'],[],[],"['판단', '향', '문제', '해결', '환경문제', '등']","['인공', '지능', '상상', '사람', '상상', '실행']","['휴대폰', '블루투스', '스피커', '자동차', '등']"
"['국어', '수학', '사회', '기술', '가정', '영어', '과학', '체육', '미술']",[],[],[],[],"['입력', '정보', '반응']","['인공', '지능', '감정']",['로봇청소기']
"['엔트리', '스크래치']",['학년'],[],[],[],[],[],"['냉장고', '컴퓨터', '모든', '전자기기']"
"['스크래치', '코딩', '엔트리']",[],[],[],[],"['생각', '판단', '행동']","['물질', '감정', '생각', '모형']","['인공', '지능', '세탁기', '알고리즘', '식기세척기', '로봇']"
[],[],[],[],[],[],[],"['아이폰', '시리', '하이', '빅스', '비']"
[],[],[],[],[],['지능'],"['인간', '감정', '인공', '지능', '감정', '존재']","['핸드폰', '청소기', '자동차', '등']"
[],"['초등학교', '학년', '것', '기억', '확실', '치']","['중간', '중간', '총', '합', '아마', '좀']","['정도', '것', '기억', '것', '역시']",[],"['판단', '수']","['인공', '지능', '창의성', '지금']","['가정', '용', '인공', '지능', '로봇청소기', '등']"
"['실과', '정보']","['초등학교', '학년', '살']",[],[],[],"['생각', '수']",['생명체'],"['컴퓨터', '갤럭시', '등등']"
"['플레이', '봇']",[],[],[],[],"['무언가', '위해', '심해']","['인공', '지능', '실수', '인간', '실수']","['로봇', '청소기']"
['정보'],"['학년', '살']",['약'],"['최근', '거의', '안함', '주', '정도']",[],[],[],['로봇청소기']
['정보'],"['초등학교', '학년', '살']",['개월'],[],[],[],[],"['로봇청소기', '빅스', '비']"
['정보'],"['중학교', '학년']",[],[],[],[],[],"['아이폰', '시리']"
['정보'],[],[],[],[],['두뇌'],['몸체'],"['보롯', '청소기']"
['정보'],"['중학교', '학년']",[],[],[],"['문제해결', '위', '고민', '과정', '논리성']","['감정', '유무']","['인공', '지능', '청소', '로봇', '인공', '지능', '서비스', '빅스', '비']"
"['정보', '실과']",[],[],[],[],[],[],"['스마트폰', '로봇청소기', '등']"
"['플레이', '봇', '엔트리']",[],[],[],[],[],[],['로봇청소기']
['정보'],[],[],[],[],[],[],[]
"['드론', '코딩']",['학년'],[],"['최근', '시간', '안함']",[],[],"['인공', '지능', '인간']","['자율', '주행', '자동차']"
['정보'],[],[],[],[],"['순차', '일', '수행', '수']","['인공', '지능', '스스로', '독창', '생각', '수']",['스피커']
"['컴퓨터', '방과후']",[],[],[],[],[],[],[]
"['컴퓨터', '방과후', '정보']",[],[],[],[],[],[],"['자동', '문']"
"['국어', '사회', '과학', '기술', '가정', '영어', '정보', '진로', '직업', '정보']",[],[],[],[],[],"['인공', '지능', '인간']","['냉장고', '폰', '청소기']"
"['수학', '정보', '국어', '영어', '역사', '도덕', '음악', '미술']","['중학교', '학년']",['개월'],"['시간', '때', '함']",[],['생각'],"['감정', '차이']",['시리']
"['엔트리', '스크래치']",[],[],[],[],"['명령', '통해', '일', '수행']","['인간', '감정', '인공', '지능', '감정']","['아이폰', '시리']"
['정보'],[],[],[],[],['공통점'],"['인간', '스스로', '생각', '수', '인공', '지능', '스스로', '생각', '수']",['세탁기']
['정보'],[],[],[],[],"['생각', '판단']","['사람', '실수', '인공', '지능', '버그', '실수']","['핸드폰', '노프', '북', '등등']"
"['세상', '소리', '귀']",['살'],['개월'],[],[],['생각'],"['감정', '인식', '등']",['로봇청소기']
"['국어', '수학', '정보', '기', '영어', '사회', '음악', '체육', '미술', '과학', '직업']",[],[],[],[],"['스스로', '생각']","['인공', '지능', '데이터', '임']",['로봇청소기']
"['하이닉스', '삼성', '주니어', '아카데미']","['초등학교', '학년', '살']","['약', '개월']",[],[],[],[],"['아리야', '누구']"
['스크래치'],[],[],[],[],[],[],"['냉장고', '로봇청소기']"
"['창체', '추정']",[],[],[],[],[],"['인공', '지능', '그냥', '인간', '도구', '생명']","['빅스', '비']"
"['삼성', '주니어', '아카데미']",[],[],[],[],[],[],['냉장고']
['실과'],"['중학교', '학년', '살']",['개월'],[],[],"['계산', '능력']","['생각', '것']","['스마트', '폰', '냉장고']"
"['창체', '추정']",[],[],[],[],[],"['인공', '지능', '데이터', '인간', '도구']","['빅스', '비']"
['정보'],[],[],[],[],"['데', '수']",['생명'],['청소기']
['코딩'],[],[],[],[],"['생각', '수']","['인간', '문제', '대답', '등', '말', '때', '시간', '로봇', '바로', '대답']","['인공', '지능', '냉장고']"
[],[],[],[],[],"['사물', '구분']","['사람', '사물', '구분', '인공', '지능', '구분', '설정', '것', '구부']","['빅스', '비', '인공', '지능', '에어컨', '등']"
"['국어', '수학', '영어', '미술', '정보', '사회', '음악', '체육', '과학']",[],[],[],[],"['자신', '배경', '지식', '통해', '학습']",['감정'],['로봇청소기']
"['국어', '수학', '과학', '영어', '사회', '실과', '체육']",[],[],[],[],"['학습', '수']","['인공', '지능', '자연', '못']","['휴대폰', '빅스', '비']"
"['세상', '소리', '귀']",[],[],[],[],[],[],"['냉장고', '탁기', '로봇', '청소기', '스타']"
"['소프트웨어', '교육', '크리에이터', '창의력']",[],[],[],[],"['내', '어케', '알']",[],['냉장고']
['정보'],"['초등학교', '학년']",[],[],[],"['스스로', '생각']","['인간', '준', '지식']","['가전', '재품', '빅스', '비']"
['스크래치'],[],[],[],[],['노동'],['감정'],"['인공', '지능', '냉장고']"
[],[],[],[],[],[],[],"['휴대폰', '등']"
"['채육', '배드민턴', '수학', '국어', '정보', '사회', '과학']",[],[],[],[],['굿'],['굿'],['전자담배']
[],[],[],[],[],"['자신', '배경', '지식', '통해', '학습']",['감정'],['로봇청소기']
"['컴퓨터', '방과후', '로봇', '방과후', '정보']","['초등학생', '학년']",[],[],[],"['응용', '수']","['생각', '한계']",['안드로이드']
"['수학', '과학', '영어']",[],[],[],[],[],[],"['인공', '지능', '강아지']"
"['초등학교', '창체', '중학교', '정보']",[],[],[],[],['생각'],"['인공', '지능', '한계', '점', '인간', '한계', '점']",['에어컨']
['기억'],[],[],[],[],[],[],[]
['기억'],[],[],[],[],"['인간', '움직임', '생각', '로봇', '이기', '때문', '공통점']","['로봇', '감정', '성적', '생각']","['겡얼쥐', '로봇']"
[],[],[],[],[],"['질문', '답']","['사람', '다른', '자기', '생각', '인공', '지능', '입력', '대로', '대답']",['로봇']
[],[],[],[],[],[],[],"['구글', '어시스턴트', '시리', '등']"
[],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
