1-5_nouns,2-2_nouns,2-3_nouns,2-4_nouns,학교밖_nouns,5-1_nouns,5-2_nouns,6-1_nouns
['정보'],[],[],[],[],[],[],['로봇청소기']
"['정보', '창체']","['초등학교', '학년']",[],[],[],"['학습', '내용', '토대']","['인공', '지능', '창의력', '본능', '것']",['로봇청소기']
"['국어', '영어', '수학', '사회', '과학', '음악', '미술', '체육', '스포츠', '정보', '진로', '도덕']",[],[],[],[],['일'],"['인간', '감정', '지적', '능력', '의지', '존재', '동물', '로봇']",['로봇청소기']
['정보'],[],[],[],[],[],[],['에어컨']
['정보'],[],[],[],[],"['노동', '활용', '일', '수', '공부', '정도', '습득', '수']","['인공', '지능', '인간', '감정', '차이']",['빅스']
['정보'],[],[],[],[],"['인공', '지능']",[],"['공항', '짐']"
[],[],[],[],[],[],[],[]
['정보'],['학년'],['개월'],[],[],"['재', '해결', '능역']","['사람과', '개인', '의사', '감정', '사람', '입력', '프로', '렘']",[]
['정보'],"['초등학교', '학년']",[],['최근'],[],[],[],"['컴퓨터', '휴대폰']"
['정보'],[],[],[],[],"['사람과', '말', '수']","['사람', '공감', '등등', '수', '인공', '지능']","['주문', '기계']"
['정보'],[],[],[],[],[],[],"['카페나', '식당', '서빙', '로봇']"
"['정보', '등등']",['살'],['개월'],[],[],[],[],[]
['정보'],[],[],[],[],[],[],['시리']
"['국어', '영어', '수학', '미술', '음악', '정보', '사회', '국어', '진로', '체육', '스포츠']",[],[],[],[],[],[],['로봇청소기']
"['코딩', '정보']","['초등학교', '학년']",[],"['주', '번']",[],"['누군가', '생활']","['인간', '마음', '감정', '공감']","['서빙', '로봇', '인공', '지능', '목소리']"
"['국어', '수학', '도덕', '영어', '자율', '미술', '음악', '정보']",[],[],[],[],"['생각', '대로']","['생각', '인간', '자율', '생각']","['쿠쿠', '밥솥']"
"['국어', '수학', '과학', '영어', '미술', '체육', '사회', '정보', '도덕']",[],[],[],[],[],[],['핸드폰']
"['수학', '국어', '영어', '과학']",[],[],[],[],[],[],[]
['정보'],"['초등학교', '학년']",['개월'],[],[],[],[],"['로봇', '청소기', '음성인식', '등']"
['정보'],[],[],[],[],['생각'],['오감'],[]
"['정보', '창체']",[],[],[],[],[],[],['핸드폰']
"['정보', '수학', '과학', '국어', '미술', '음악', '체육', '등등']",[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
['엔트리'],[],[],[],[],[],[],"['주문', '기계']"
[],"['중학교', '학년', '살']",['개월'],[],[],[],[],[]
['정보'],[],[],[],[],['정보'],"['감정', '차이', '학습', '차이']","['세탁기', '냉장고', '에어컨']"
"['정보', '창체']",[],[],[],[],"['문제', '풀', '수']","['생각', '능력']",[]
['정보'],[],[],[],[],"['해결', '수']","['사람', '생명']",[]
['주제'],[],[],[],[],['학습'],"['인공', '지능', '감정', '사람', '감정']","['에어컨', '스마트폰', '전자기기', '등등']"
"['주제', '정보']",[],[],[],[],"['정해진', '답', '문제', '풀', '수']","['인간', '감정', '로봇', '감정', '수']","['사물인터넷', '적용', '에어컨', '세탁기', '등']"
[],['초'],['달'],[],[],"['인간', '인공', '지능', '모두', '판단']","['인간', '감정', '것', '사람', '행동', '성적', '감성', '판단', '인공', '지능', '성적', '판단']","['냉장고', '스마트폰', '에어컨', '등등']"
"['컴퓨팅', '시스템', '기억', '안']",[],[],[],[],"['데이터', '분석', '자료', '정리', '수']","['사람', '감정', '자기', '생각', '행동', '말', '수', '인공', '지능', '자기', '의식', '행동', '수', '지정', '감정', '또한']","['인공', '지능', '스피커', '인공', '지능', '냉장고', '인공', '지능', '에어컨', '핸드폰']"
"['정보', '주제']",[],[],[],[],['모름'],[],[]
[],[],[],[],[],"['서로', '생각']","['인공', '지능', '조금', '더', '규칙', '사람', '좀더', '변칙']","['인공', '지능', '설치', '냉장고']"
"['컴퓨팅', '시스템', '정보시간']",[],[],[],[],"['데이터', '분석', '줄', '알', '자료', '정리', '수']","['인간', '감정', '인공', '지능', '감정']","['핸드폰', '냉장고', '세탁기', '스피커']"
"['과학', '수학', '영어', '미술', '음악']",[],[],[],[],"['인공', '지능', '계산', '사람', '함']","['인공', '지능', '감정']",['스피커']
"['인공', '지능']",[],[],[],[],[],[],[]
"['알고리즘', '추상화']","['초', '살']",[],[],[],"['말', '기본', '지식', '가지']","['가장', '차이점', '인간', '감정', '수', '반면', '인공', '지능']","['폰', '컴퓨터', '세탁기', '건조기', '등']"
['정보'],"['기억', '안남']",['하루'],"['기억', '안남']","['기억', '안남']",['생각'],"['인간', '감정', '인공', '지능', '감정']",[]
"['정보', '주제']",[],[],[],[],"['지능', '지식']","['사람', '지능', '생각', '능력', '인공', '지능', '사람', '가지', '가지', '순']","['빅스', '비', '온도', '측정', '에어컨']"
"['헬로', '코딩']",[],[],[],[],"['생각', '판단', '수']","['인간', '감정', '로봇', '로봇', '코딩', '시작', '수', '등']","['애완', '로봇', '시리', '빅스', '비등']"
['정보'],[],[],[],[],[],[],[]
"['수학', '국어', '과학', '미술', '사회', '음악', '체육']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
[],"['중학교', '학년', '살']",[],[],[],[],[],[]
"['정보', '주제']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
['정보'],[],[],[],[],[],[],['컴퓨터']
['엔트리'],[],[],[],[],"['생각', '실행']","['인간', '컨트롤']",['엔트리']
[],[],[],[],[],[],[],"['로봇청소기', '은행', '전세', '기계']"
['정보'],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['휴대전화']
['엔트리'],[],[],[],[],[],[],"['핸드폰', '에어컨']"
"['정보', '주제', '시간']",[],[],[],[],"['생각', '실행']","['감정', '차이']","['스마트폰', '로봇청소기', '등등']"
"['엔트리', '스크래치']",[],[],[],[],"['문제', '해결', '수']","['인간', '인공', '지능', '형태', '표현']",['밥솥']
"['국어', '수학', '기술', '가정', '사회', '역사', '체육', '한문', '음악', '미술']",[],[],[],[],[],[],[]
"['정보', '소프트웨어']",[],[],[],[],"['일', '것']","['감정', '공감', '것']",['로봇청소기']
['정보'],[],[],[],[],[],[],"['로봇청소기', '배달', '드론']"
"['정보', '컴퓨터']",[],[],[],[],"['거', '함']","['각자', '능력', '한계', '치가']","['비', '티비', '아리아']"
"['알고리즘', '소프트웨어']",[],[],[],[],[],['감정'],[]
"['기억', '안남']",[],[],[],[],['노'],['노'],['폰']
[],[],[],[],[],[],[],[]
"['파워포인트', '한글']","['저번', '달']",['개월'],[],['표'],[],[],['태블릿']
['정보'],[],[],[],[],"['생각', '함']","['감정', '인식', '여부']","['인공', '지능']"
[],[],[],[],[],[],[],['핸드폰']
['정보'],"['중학교', '학년']",[],[],[],[],[],[]
[],"['초등학교', '학년']",['반'],[],['언어'],['생각'],['감정'],['컴퓨터']
"['정보', '기술']",[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],['냉장고']
[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[]
['소프트웨어'],"['초등학교', '학년', '살']",['달'],[],[],[],[],['스피커']
['정보'],[],[],[],[],[],[],['냉장고']
['기술'],[],[],[],[],"['행동', '수', '말', '수', '것']","['인간', '자각', '수', '스스로', '무언', '경험', '교훈', '수', '인공', '지능', '수']",[]
"['기술', '정보']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
"['기술', '정보']",[],[],[],[],[],[],['핸드폰']
"['기술', '정보']",[],[],[],[],[],[],"['인공', '지능', '스피커']"
['정보'],"['초등학교', '학년']",['달'],[],[],"['스스로', '생각', '판단']","['인공', '여부']",['가지']
"['과학', '영어', '수학', '정보', '기', '미술', '음악', '역사']",[],[],[],[],"['정보', '응용', '수']","['인공', '지능', '감정', '수']",[]
['정보'],[],[],[],[],['미래'],[],['냉장고']
[],[],[],[],[],"['대답', '안함']","['대답', '안함']","['빅스', '비']"
['코딩'],"['중학교', '학년']",['하루'],[],[],[],[],"['공항', '검색', '친구']"
['정보'],[],[],[],[],[],[],[]
['정보'],[],[],[],[],[],[],['컴퓨터']
[],[],[],[],[],[],[],"['네이버', '클로버', '시리', '빅스', '비']"
['정보'],[],[],[],[],[],[],['냉장고']
[],[],[],[],[],[],[],[]
[],[],[],[],[],['생각'],"['쨋', '로봇']","['청소기', '스마트폰']"
[],[],[],[],[],"['스스로', '생각']","['인간', '감정', '촉감', '표현']",['알파']
"['기억', '안남']",[],[],[],[],[],[],"['빅스', '비']"
['정보'],[],[],[],[],[],[],['가지']
[],[],[],[],[],[],[],['알파']
[],[],[],[],[],[],[],[]
"['정보', '교과', '컴퓨터', '코딩']","['초등학교', '학년', '살']",['개월'],[],[],"['자신', '문제', '때', '스스로', '능력', '해결']","['사람', '스스로', '생각', '움직', '인공', '지능', '사람', '입력', '코드', '따라서']","['최신', '냉장고', '가지', '등', '핸드폰']"
"['수학', '국어', '과학', '영어', '사회', '기', '도덕']",[],[],[],[],[],[],['컴퓨터']
"['유', '거', '나', '유']",[],[],[],[],[],[],[]
"['창체', '정보', '국어', '수학', '사회', '미술', '과학', '영어', '체육', '도덕']","['초등학교', '학년']",['말'],[],[],[],[],"['가전제품', '로봇청소기', '구글', '어시스트', '등등']"
['코딩'],[],[],[],[],"['일', '수']","['생각', '감정']","['로봇', '청소기']"
"['실과', '정보']","['초등학교', '학년']",['약'],[],[],"['스스로', '학습', '함']","['인공', '지능', '일반', '기능', '가지', '한정']",['핸드폰']
"['정보', '수학', '국어', '도덕', '영어', '사회', '체육']",[],[],[],[],[],[],[]
"['실과', '정보']","['초등학교', '학년', '겨울방학', '부터', '시작', '함']",['개월'],[],[],"['이', '무슨', '문제']","['인간', '인공', '지능', '먼저', '인간', '스스로', '뇌', '생각', '움직', '인공', '지능', '처음', '스스로', '누군가', '명령어', '즉', '지시', '리지', '이상은', '말']","['인공', '지능', '활용', '제품', '여러가지', '그', '중', '드론', '택배', '걸']"
['정보'],[],[],[],[],"['문제', '대한', '인식', '판단']","['인간', '스스로', '행동', '인공', '지능', '명령', '행동']",['스마트폰']
"['정보', '과학', '수학', '영어', '국어', '음악', '체육', '기', '도덕', '미술', '사회']","['초등학교', '학년']",['개월'],[],[],[],[],['스마트폰']
['정보'],['살'],['주'],[],[],"['인공', '지능', '사람과', '일', '해결', '수']","['인공', '지능', '감정']",['로봇청소기']
"['정보', '실과']","['초등학교', '학년']",['개월'],[],[],"['자신', '보호', '기술']","['인공', '지능', '감정', '인공', '지능', '인간', '일', '더', '인공', '지능', '인간', '더', '정보', '가지']","['알랙사', '스피커']"
"['정보', '기', '사회', '수학', '영어', '도덕', '체육', '국어']","['초등학교', '학년']",['개월'],[],[],[],"['것', '것']","['빅스', '비']"
"['정보', '실과', '방과후', '학교', '컴퓨터', '수업']",[],[],[],[],[],[],"['핸드폰', '속', '시리', '빅스', '비', '등']"
"['정보', '수학', '국어', '과학', '기', '체육', '영어']","['초등학교', '학년', '살']",[],[],[],[],[],"['인공', '지능', '자율', '주행', '자동차']"
['정보'],[],[],[],[],[],"['사람', '로봇']",[]
"['실과', '정보']","['초등학교', '학년']",['정도'],['정도'],[],['사실'],"['사실', '것']",[]
['정보'],[],[],[],[],"['생각', '것']",['감정'],[]
['정보'],[],[],[],[],"['움직임', '활동']","['인공', '지능', '쉬', '활동']","['로봇청소기', '등등']"
[],[],[],[],[],"['생각', '판단']","['인간', '정확성', '인공', '지능', '정확성', '매우']","['에어컨', '냉장고', '로봇청소기', '공기청정기', '핸드폰']"
['실과'],[],[],[],[],"['생각', '데이터', '축적']",['속도'],['휴대폰']
[],[],[],[],[],"['무엇', '해결', '수']","['것', '감정']","['자동', '청소기']"
[],"['초등학교', '학년']",[],[],[],"['일', '해결', '수']","['인공', '지능', '인간', '더', '일', '처리', '수']",['텔레비전']
['소프트웨어'],[],[],[],[],"['스스로', '것', '해결', '수']","['생각', '수', '범위']",['로봇청소기']
[],[],[],[],[],[],[],"['인공', '지능', '음성인식', '기기']"
"['실과', '정보']",[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],[],[],[]
[],[],[],[],[],"['스스로', '생각', '수']","['감정', '수']",[]
[],[],[],[],[],"['스스로', '생각']","['인간', '창의', '생각', '인공', '지능', '독창', '창의', '게', '생각']","['가사', '로봇']"
[],[],[],[],[],[],[],[]
[],['살'],['개월'],[],[],[],[],[]
[],[],[],[],[],[],[],['핸드폰']
[],[],[],[],[],[],[],['냉장고']
[],[],[],[],[],[],[],[]
"['라인', '트', '레이서', '만들기']","['초등학교', '학년']",[],[],[],"['스스로', '학습', '문제', '해결', '수']","['인공', '지능', '전기', '공급', '계속', '일', '수', '감정', '못', '함']","['로못', '드론', '휴대폰', '컴퓨터', '냉장고', '세탁기', '등']"
['정보'],[],[],[],[],"['인간', '인공', '지능', '지능']","['차이점', '인공', '지능', '인간', '인간', '개']",['알파']
['정보'],"['초등학교', '학년']",[],[],[],"['사람', '뇌', '처리', '생각', '로봇', '컴퓨터', '처리기', '로', '처리', '거나', '알고리즘', '바탕', '생각', '함']","['인간', '동물계', '속', '생명체', '로봇', '그', '인간', '하나', '물체']","['밥솥', '냉장고']"
"['코딩', '조립', '조종']",[],[],[],[],[],"['인간', '인공', '지능', '더', '상상력']","['삼성', '반도체', '게임', '비계', '션', '자동', '문', '센서']"
['정보'],"['초등학교', '학년']",[],[],[],"['인공', '지능', '인간', '공통점', '과정', '문제', '해결', '점']","['인공', '지능', '인간', '차이점', '창의성', '것', '요즘', '인공', '지능', '그림', '음악', '작곡', '예전', '작품', '스캔', '그', '풍', '그림', '음악', '때문']","['구글', '카카오', '톡', '시리', '빅스', '비', '사물인터넷', '이', '이용', '제품', '등']"
['정보'],"['학년', '살']",['개월'],[],[],"['학습', '생각']","['생명', '감정']",[]
['컴퓨터'],[],[],[],[],"['일', '사람', '일이', '일']","['사람', '로봇', '기계', '마음', '스스로', '생각', '인공', '지능', '사람', '것']",[]
"['정보', '창체']","['초등학교', '학년']",[],[],"['기억', '안남']",[],[],[]
[],['학년'],[],[],[],['생각'],"['인간', '감정']",['핸드폰']
['동아리'],"['초등학교', '학년', '살']",[],[],[],"['생각', '실천', '것']","['생각', '차이', '이성', '존중', '배려']","['시리', '빅스', '비', '오케이', '구글', '지니']"
"['실과', '정보', '동아리', '및', '프로그래밍', '주제', '선택', '반도체', '교실']","['초등학교', '학년']",['개월'],[],[],"['자신', '스스로', '발전']","['사람', '감정', '인공', '지능', '감정']",['냉장고']
['정보'],[],[],[],[],[],[],['로봇청소기']
['기억'],[],[],[],[],[],[],"['핸드폰', '시리', '하이', '빅스', '비']"
['창체'],[],[],[],[],"['사람과', '인공', '지능', '둘', '학습', '존재']","['인공', '지능', '학습', '속도', '매우', '사람', '한번', '걸', '학습']",['스마트폰']
['정보'],"['초등학교', '학년']",['개월'],[],[],"['스스로', '판단']","['인간', '좀더', '감정']","['인공', '지능', '카메라']"
[],[],[],[],[],[],[],"['아이폰', '시리', '갤럭시', '빅스', '비']"
[],[],[],[],[],"['생각', '행동']","['인간', '자연', '인간']","['헤이', '클로버']"
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],"['사람', '생각', '걸']","['로봇', '청소기', '컴퓨터']"
['엔트리'],[],[],[],[],[],"['인간', '자신', '생각', '자신', '판단', '수', '인공', '지능', '사람', '말', '발전', '인공', '지능', '사람', '생각', '토대', '것', '결론', '혼자', '생각', '수']",[]
[],[],[],[],[],[],[],[]
"['창체', '자율']",[],[],[],[],[],[],[]
['실과'],"['살', '초등학교', '학년']",['개월'],[],[],[],[],"['인공', '지능', '서비스', '탑재', '아파트']"
[],[],[],[],[],"['인간', '생각', '말']","['컴퓨터', '인공', '지능', '프로그램', '만', '말', '하루']",['핸드폰']
['실과'],[],[],[],[],[],[],"['오케이', '구글', '시리']"
['자율'],[],[],[],[],[],[],"['티비', '지니']"
"['국어', '수학', '사회', '과학', '정보', '기술', '가정', '진로', '미술', '체육', '도덕']",[],[],[],[],[],[],['로봇청소기']
"['정보', '인공', '지능']",[],[],[],[],[],[],"['세탁기', '로봇청소기']"
"['정보', '코딩']",[],[],[],[],"['사람과', '인공', '지능', '모두', '지식', '그것', '사용']","['감정', '유무']","['음성인식', '에어컨']"
[],[],[],[],[],[],[],['스마트폰']
"['국어', '수학', '체육', '기', '컴퓨터', '사회']",[],[],[],[],"['생각', '일']","['감정', '유무']","['스마트폰', '에어컨']"
['정보'],[],[],[],[],['생각'],['감정'],"['인공', '지능', '로봇']"
[],[],[],[],[],[],[],"['서빙', '로봇', '공항', '티켓', '예약', '기']"
"['국어', '수학', '영어', '기', '체육', '도덕', '음악', '미술', '진로', '정보']",[],[],[],[],[],[],"['삼성', '그', '데', '세탁기']"
['정보'],"['초등학교', '학년']",[],[],[],"['생각', '수', '그', '생각', '행동', '실천', '수']","['인간', '감정', '수', '인공', '지능', '감정']","['화면', '톡톡', '정해진', '소리', '자동', '냉장고', '속', '불', '냉장고']"
[],[],[],[],[],"['생각', '미숙']","['계산', '속도', '정확성']",['핸드폰']
"['수학', '과학', '영어', '국어', '도덕', '음악', '진로', '정보', '미술', '기', '체육']",[],[],[],[],[],[],"['삼성', '그', '데']"
"['수학', '국어', '영어', '정보', '사회', '과학']",[],[],[],[],[],[],['로봇청소기']
[],"['초등학교', '학년', '살']",['개월'],[],"['엔트리', '보드', '퀵드', '로우', '마이크로', '비트', '키타', '등']","['인간', '머리', '로봇', '때문']","['인간', '로봇', '수']","['마이크로', '비트']"
"['과학', '수학', '국어', '영어', '실과', '도덕']","['학년', '살']",['개월'],[],[],"['인공', '지능']",['질문'],['알파']
"['엔트리', '앱', '인벤', '터']","['초등학교', '학년']",[],[],[],[],[],[]
[],[],[],[],[],"['일', '것']","['인공', '지능', '감정']",['로봇청소기']
"['정보시간', '삼성', '아카데미']",[],[],[],[],"['소프트웨어', '프로그램']",[],['청소기']
['정보'],[],[],[],[],"['문제해결', '수']","['사람', '스스로', '생각', '감정', '인공', '지능']","['냉장고', '로봇청소기', '에어컨']"
"['주제', '인공', '지능']",[],[],[],[],"['스스로', '실행', '것']","['인공', '지능', '입력', '정보', '바탕', '실행', '인간']","['세탁기', '에어컨', '등등']"
"['국어', '수학', '사회', '과학', '영어', '한자', '체육', '미술', '기', '컴퓨터']",[],[],[],[],[],[],"['로봇청소기', '빅스', '비', '시리', '오케이', '구글']"
"['사회', '과학']",[],[],[],[],['생각'],"['인간', '창의', '생각', '로봇']","['에어컨', '티비', '냉장고']"
"['인공', '지능']",[],[],[],[],[],[],[]
['정보'],[],[],[],[],"['학습', '판단', '수']","['인간', '스스로', '판단', '인공', '지능', '명령']","['로봇청소기', '블루투스', '스피커']"
['컴퓨터'],[],[],[],[],"['정보', '활용', '수']","['인공', '지능', '답', '이외', '생각', '수']","['세탁기', '로봇', '청소기', '등']"
"['정보', '인공', '지능']",[],[],[],[],"['계산', '생각', '공간', '인식', '등등']",['감정'],"['에어컨', '음성인식', '로봇청소기', '공기청정기']"
[],[],[],[],[],[],[],[]
"['정보', '창체']","['초등학교', '학년']",['개월'],[],"['기억', '안', '남']",[],[],[]
"['정보', '주제']",[],[],[],[],[],[],"['로봇', '청소기']"
"['정보', '인공', '지능']",[],[],[],[],"['지식', '가지']",['감정'],['가전제품']
"['정보', '헬로', '코딩']",[],[],[],[],[],[],['로봇청소기']
[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['시리아']
"['알고리즘', '발표', '코딩']",['초등학교'],[],[],[],['모름'],['모름'],['모름']
"['알고리즘', '벌표', '코딩']",[],[],[],[],['대답'],"['정해진', '대답']",[]
"['창체', '정보']",[],[],[],[],['생김새'],"['인공', '지능', '사람', '아이디어', '기획', '사회']",['핸드폰']
['정보'],[],[],[],[],['학습'],"['인간', '인공', '지능', '학습', '능력', '더']",['시리']
"['미술', '창체', '창체']",[],[],[],[],[],[],['핸드폰']
"['정보', '컴츄터', '창체']",[],[],[],[],"['것', '토대', '문제', '해결', '수']","['인간', '것', '정도', '상상', '해결', '수', '인공', '지능', '상상', '수', '것', '그냥', '해결', '수']",['클로버']
['정보'],"['초등학교', '학년']",[],[],[],"['일', '것']","['인간', '창의력', '바탕', '아이디어', '생', '수', '인공', '지능', '인간', '아이디어', '그대로', '것']","['무인', '계산기']"
"['체육', '스포츠', '체', '정보', '도덕', '국어', '사회', '수학', '영어', '진로', '과학', '자율']",[],[],[],[],[],[],[]
['정보'],[],[],[],[],"['말', '수']","['인간', '공감', '능력', '수', '인공', '지능']","['로봇', '청소기', '컴퓨터']"
['정보'],[],[],[],[],"['일', '처리', '수']","['인간', '정해진', '자신', '생각', '활동', '수', '인공', '지능', '정해진', '만', '수']",['휴대폰']
['정보'],[],[],[],[],[],[],"['전자', '인지']"
['창체'],[],[],[],[],"['움직', '일', '처리', '수']","['사람', '대로', '사람', '자신', '혼자', '생각']","['휴대폰', '서비스', '예', '빅스', '비', '시리']"
['정보'],[],[],[],[],"['계산', '수']","['인간', '창의', '생각', '수', '인공', '지능', '창의', '생각', '수']","['로봇청소기', '스마트폰', '컴퓨터게임']"
['정보'],[],[],[],[],[],[],[]
"['수학', '체육', '스포츠', '과학', '도덕', '영어', '국어', '진로', '체', '자율']",[],[],[],[],[],[],[]
"['정보', '창체']",[],[],[],[],[],[],[]
"['정보', '창체']",[],[],[],[],['일'],"['로봇', '일', '반복', '거나', '수학', '문제', '것', '시간', '해결', '수', '사람', '것', '수']","['핸드폰', '컴퓨터']"
"['정보', '창체']",[],[],[],[],[],[],"['파파', '시리', '빅스', '비', '아리']"
['정보'],[],[],[],[],[],[],"['파파', '시리', '빅스', '비']"
['정보'],"['초등학교', '학년']",['개월'],[],[],"['자신', '직접', '생각']","['인간', '감정', '로봇']",['시리']
['정보'],[],[],[],[],[],[],"['빅스', '비', '시리', '가지', '등']"
['정보'],"['초등학교', '학년']",[],[],[],"['생각', '판단', '수']","['사람', '감정', '인공', '지능', '감정', '수']","['컴퓨터', '스마트폰']"
"['정보', '창체']",[],[],[],[],[],[],['시리']
['정보'],"['초등학교', '학년']",['개월'],[],[],"['일', '수']","['인간', '창의', '생각', '수', '인공', '지능', '수']",[]
['정보'],[],[],[],[],[],[],[]
['정보'],[],[],[],[],"['계산', '기술']","['공감', '능력', '대화', '소통', '감정']","['로봇청소기', '시리']"
['실과'],[],[],[],[],['일'],"['로봇', '감정', '사회', '생활']",['핸드폰']
['정보'],[],[],[],[],"['인간', '인공', '지능', '모두', '자신', '가지', '정보', '지능']","['인간', '감정', '인공', '지능', '감정', '수']","['인공', '지능', '스피커', '핸드폰', '속', '인공', '지능', '비서', '로봇청소기', '등']"
[],[],[],[],[],[],[],[]
['정보'],"['초등학교', '학년']",[],[],"['기억', '안남']",[],[],[]
"['정보', '실과']",[],[],[],[],"['직업', '수', '언어', '통해', '말']","['사람', '감정', '통해', '행동', '거나', '사람과', '사람', '대화', '로봇', '감정', '통해', '행동', '거나', '대화', '등']","['스마트폰', '티비', '아이패드', '노트북', '컴퓨터']"
['정보'],"['초등학교', '학년']",['개월'],[],"['사용', '적']","['인간', '인공', '지능', '모두', '명령', '수행', '수']","['인간', '자신', '생각', '명령', '수행', '감정', '수', '인공', '지능', '명령', '만', '감정']","['인공', '지능', '종업원', '인공', '지능', '음료', '조기']"
"['문제', '해결', '프로그래밍']",[],[],[],[],[],[],"['밥솥', '냉장', '고등']"
[],[],[],[],[],[],[],[]
"['과학', '정보', '동아리']",[],[],[],[],[],[],"['가지', '빅스', '비', '시리']"
['정보'],[],[],[],[],"['혼자', '힘', '것']","['인공', '지능', '인간', '도움', '스스로', '것']","['시리', '음식', '기계']"
"['수학', '과학', '국어', '미술', '영어', '정보', '체육', '사회', '진로', '가정', '음악']","['초등학교', '학년', '살']",[],['수업'],[],[],[],[]
['알고리즘'],['쯤'],[],[],[],['무엇'],"['마음', '감정']","['휴대폰', '시리']"
['정보'],[],[],[],[],['정도'],[],"['핸드폰', '자동', '청소기', '등']"
"['실과', '정보']",[],[],[],[],[],[],[]
['정보'],"['초등학교', '학년']","['개월', '정도']",[],[],"['일', '해결', '것']","['인간', '인공', '지능']",[]
"['정보', '실과']",[],[],[],[],"['경제', '활동']","['창의', '행동']",['스마트폰']
"['실과', '정보']",[],[],[],[],"['문제', '해결', '수', '능력']","['감정', '수']",['핸드폰']
['정보'],[],[],[],[],[],[],"['시리', '빅스', '비']"
"['과학', '음악', '수학', '체육', '진로', '사회', '미술', '국어']","['중학교', '학년']",['개월'],[],[],"['소프트웨어', '관련']",[],['로봇청소기']
"['코딩', '개인정보']",[],[],[],[],[],[],"['핸드폰', '세탁기', '에어컨']"
['정보'],[],[],[],[],"['사람', '도움']","['사람', '운영', '로봇', '운영']",[]
['정보'],[],[],[],[],[],[],"['가지', '인공', '지능', '스피커']"
['알고리즘'],[],[],[],[],"['스스로', '생각', '수']","['인간', '감정', '인공', '지능', '감정', '못']","['시리', '빅스', '비', '가지']"
"['정보', '실과']",[],[],[],[],"['문제해결', '위해', '해결', '방안', '간다']","['인공', '지능', '반복', '하나', '일', '처리', '수', '기능', '사람', '하나', '반복', '일', '수행']","['인공', '지능', '스피커']"
"['정보', '실과']",[],[],[],[],[],[],[]
"['수학', '과학', '영어', '국어', '사회', '도덕']","['초등', '학년']",[],[],[],['뭐'],"['뭘', '임']",[]
"['수학', '정보', '과학', '국어', '영어', '체육']",[],[],[],[],[],[],"['인공', '지능', '공기청정기']"
"['엔트리', '스크래치', '포토샵', '등등']",[],[],[],[],[],"['인공', '지능', '인간', '감정', '대신']",[]
"['프로그래밍', '변수', '리스트', '등']",[],[],[],[],[],[],"['로봇', '청소기']"
['엔트리'],[],[],[],[],['답'],"['생각', '우린']",['핸드폰']
"['창체', '정보']",['살'],['개월'],[],[],[],[],"['에어컨', '로봇', '청소기', '등등']"
['정보'],[],[],[],[],[],[],"['구글', '어시스트', '시리', '빅스', '비']"
"['정보', '사화', '과학', '수학', '국어', '영어', '음악']",[],[],[],[],[],[],[]
"['과학', '정보', '자율']","['중학교', '학년']",['개월'],[],[],"['목표', '잡고', '행동', '것']","['인공', '지능', '사람과', '달리', '한번', '념', '디']","['냉장고', '청소기', '에어컨', '리뫁컨', '휴대폰', '등등']"
['알고리즘'],[],[],[],[],['생각'],"['입력', '인간', '생각', '말', '수']","['인공', '지능', '핸드폰', '에이', '아이']"
"['국어', '영어', '수학', '정보', '사회', '체육', '창체', '도덕']",[],[],[],[],['계산'],"['로봇', '감정']","['스타', '로봇청소기', '건조기', '스마트폰']"
['엔트리'],[],[],[],[],"['지능', '가지', '판단', '수']","['로봇', '마음', '판단']",[]
"['기본', '과목']","['초등학교', '학년']",['개월'],[],[],[],[],[]
[],"['초등학교', '학년']",[],[],[],"['인간', '인공', '지능', '무엇', '실행', '수', '인간', '학습', '통해', '인공', '지능', '정보', '업데이트']","['인간', '예상', '범위', '밖', '행동', '수', '인공', '지능', '실행', '대로', '입력', '대로', '행동', '수']","['빅스', '비']"
"['정보', '창체']",[],[],[],[],[],"['생각', '을해']",['컴퓨터']
['정보'],[],[],[],[],[],[],"['에어컨', '세탁기', '냉장고']"
"['방과후', '정보시간']",[],[],[],[],"['행동', '가능']","['인공', '지능', '생각', '기분', '사람']","['인공', '지능', '냉장고']"
"['엔트리', '햄스터', '로봇']",[],[],[],[],"['지능', '가지', '판단']","['로봇', '감정', '포함', '판단']",[]
['정보'],[],[],[],[],[],[],['로봇']
"['국어', '수학', '과학', '체육', '영어', '실과', '사회']",[],[],[],[],['사고방식'],['감정'],"['음식', '서빙', '로봇']"
['정보'],[],[],[],[],[],[],"['전기', '밥솥']"
['정보'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['로봇청소기']
